"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"group_14536","","hypothetical protein","7","13","3","29","70.0","69.04761904761905","5.205128205128205","0.03268339092340521","1.0","1.0","6","5","2","0.21875000000000003","0.6875000000000002"
"group_16012","","hypothetical protein","2","0","8","42","20.0","100.0","inf","0.033936651583710446","1.0","1.0","2","2","0","0.5","0.5"
"group_10336","","hypothetical protein","2","0","8","42","20.0","100.0","inf","0.033936651583710446","1.0","1.0","2","2","0","0.5","0.5"
"group_8559","","hypothetical protein","2","0","8","42","20.0","100.0","inf","0.033936651583710446","1.0","1.0","2","2","0","0.5","0.5"
"group_5946","","hypothetical protein","2","0","8","42","20.0","100.0","inf","0.033936651583710446","1.0","1.0","2","2","0","0.5","0.5"
"group_5165","","hypothetical protein","2","0","8","42","20.0","100.0","inf","0.033936651583710446","1.0","1.0","2","2","0","0.5","0.5"
"group_5164","","hypothetical protein","2","0","8","42","20.0","100.0","inf","0.033936651583710446","1.0","1.0","2","2","0","0.5","0.5"
"group_2425","","IS481 family transposase ISGdi9","2","0","8","42","20.0","100.0","inf","0.033936651583710446","1.0","1.0","2","2","0","0.5","0.5"
"group_13431","","hypothetical protein","6","38","4","4","60.0","9.523809523809524","0.15789473684210525","0.03532598978536827","1.0","1.0","3","2","3","0.25","1.0"
"ptsJ_2~~~ptsJ_1","ptsJ_2;ptsJ_1","Vitamin B6 salvage pathway transcriptional repressor PtsJ","6","38","4","4","60.0","9.523809523809524","0.15789473684210525","0.03532598978536827","1.0","1.0","3","2","3","0.25","1.0"
"group_12391","nrdI","Protein NrdI","6","38","4","4","60.0","9.523809523809524","0.15789473684210525","0.03532598978536827","1.0","1.0","3","3","2","0.25","1.0"
"group_15613","","hypothetical protein","4","4","6","38","40.0","90.47619047619048","6.333333333333333","0.03532598978536828","1.0","1.0","4","3","2","0.625","1.0"
"group_15556","","hypothetical protein","4","4","6","38","40.0","90.47619047619048","6.333333333333333","0.03532598978536828","1.0","1.0","4","3","3","0.625","0.625"
"group_14834","","hypothetical protein","4","4","6","38","40.0","90.47619047619048","6.333333333333333","0.03532598978536828","1.0","1.0","4","3","3","0.625","0.625"
"group_5675","","hypothetical protein","4","4","6","38","40.0","90.47619047619048","6.333333333333333","0.03532598978536828","1.0","1.0","3","2","3","0.25","1.0"
"mtgA_5","mtgA_5","Biosynthetic peptidoglycan transglycosylase","4","4","6","38","40.0","90.47619047619048","6.333333333333333","0.03532598978536828","1.0","1.0","3","3","2","0.25","1.0"
"group_2132","","hypothetical protein","4","4","6","38","40.0","90.47619047619048","6.333333333333333","0.03532598978536828","1.0","1.0","3","2","3","0.25","1.0"
"argD","argD","Acetylornithine/succinyldiaminopimelate aminotransferase","4","4","6","38","40.0","90.47619047619048","6.333333333333333","0.03532598978536828","1.0","1.0","3","2","3","0.25","1.0"
"group_14425","plsY_2","Glycerol-3-phosphate acyltransferase","8","17","2","25","80.0","59.523809523809526","5.882352941176471","0.035630085779982536","1.0","1.0","4","3","2","0.625","1.0"
"group_13777","","hypothetical protein","8","17","2","25","80.0","59.523809523809526","5.882352941176471","0.035630085779982536","1.0","1.0","3","1","2","1.0","1.0"
"group_15663","","hypothetical protein","9","22","1","20","90.0","47.61904761904761","8.181818181818182","0.036144137837483076","1.0","1.0","3","2","1","1.0","1.0"
"ndvB_1","ndvB_1","Cyclic beta-(12)-glucan synthase NdvB","9","22","1","20","90.0","47.61904761904761","8.181818181818182","0.036144137837483076","1.0","1.0","3","2","1","1.0","1.0"
"group_15591","","hypothetical protein","9","22","1","20","90.0","47.61904761904761","8.181818181818182","0.036144137837483076","1.0","1.0","3","2","1","1.0","1.0"
"group_15588","","hypothetical protein","9","22","1","20","90.0","47.61904761904761","8.181818181818182","0.036144137837483076","1.0","1.0","3","2","1","1.0","1.0"
"xpkA~~~xpkA_1","xpkA;xpkA_1","Xylulose-5-phosphate phosphoketolase","9","22","1","20","90.0","47.61904761904761","8.181818181818182","0.036144137837483076","1.0","1.0","3","2","1","1.0","1.0"
"group_15544","IMPDH_2","Inosine-5'-monophosphate dehydrogenase","9","22","1","20","90.0","47.61904761904761","8.181818181818182","0.036144137837483076","1.0","1.0","3","2","1","1.0","1.0"
"bacA","bacA","Vitamin B12 transport ATP-binding protein BacA","9","22","1","20","90.0","47.61904761904761","8.181818181818182","0.036144137837483076","1.0","1.0","3","2","1","1.0","1.0"
"traC_1~~~traC_3~~~traC_2~~~traC_4","traC_1;traC_3;traC_2;traC_4","DNA primase TraC","9","22","1","20","90.0","47.61904761904761","8.181818181818182","0.036144137837483076","1.0","1.0","4","3","1","0.625","0.625"
"group_14619","","hypothetical protein","9","22","1","20","90.0","47.61904761904761","8.181818181818182","0.036144137837483076","1.0","1.0","3","2","1","1.0","1.0"
"degP_3~~~degP_2","degP_3;degP_2","Periplasmic serine endoprotease DegP","9","22","1","20","90.0","47.61904761904761","8.181818181818182","0.036144137837483076","1.0","1.0","3","2","1","1.0","1.0"
"group_14313","","hypothetical protein","9","22","1","20","90.0","47.61904761904761","8.181818181818182","0.036144137837483076","1.0","1.0","3","2","1","1.0","1.0"
"group_12828","","hypothetical protein","9","22","1","20","90.0","47.61904761904761","8.181818181818182","0.036144137837483076","1.0","1.0","2","2","1","0.5","1.0"
"group_12687","","4-hydroxyproline 2-epimerase","9","22","1","20","90.0","47.61904761904761","8.181818181818182","0.036144137837483076","1.0","1.0","6","5","1","0.21875000000000003","0.21875000000000003"
"group_12602",";adhB","hypothetical protein;Alcohol dehydrogenase (quinone) cytochrome c subunit","9","22","1","20","90.0","47.61904761904761","8.181818181818182","0.036144137837483076","1.0","1.0","3","2","1","1.0","1.0"
"group_12362","","hypothetical protein","9","22","1","20","90.0","47.61904761904761","8.181818181818182","0.036144137837483076","1.0","1.0","3","3","1","0.25","1.0"
"ttuD_2~~~ttuD_1","ttuD_2;ttuD_1","Putative hydroxypyruvate reductase","9","22","1","20","90.0","47.61904761904761","8.181818181818182","0.036144137837483076","1.0","1.0","2","2","1","0.5","1.0"
"ttuB_1~~~ttuB_2","ttuB_1;ttuB_2","Putative tartrate transporter","9","22","1","20","90.0","47.61904761904761","8.181818181818182","0.036144137837483076","1.0","1.0","2","2","1","0.5","1.0"
"catM_1","catM_1","HTH-type transcriptional regulator CatM","9","22","1","20","90.0","47.61904761904761","8.181818181818182","0.036144137837483076","1.0","1.0","2","2","1","0.5","1.0"
"ttuC_1","ttuC_1","putative tartrate dehydrogenase/decarboxylase TtuC","9","22","1","20","90.0","47.61904761904761","8.181818181818182","0.036144137837483076","1.0","1.0","2","2","1","0.5","1.0"
"group_13956","","hypothetical protein","1","20","9","22","10.0","52.38095238095239","0.12222222222222222","0.036144137837483076","1.0","1.0","4","1","3","0.625","0.625"
"hcaB_2~~~hcaB_3","hcaB_2;;hcaB_3","3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase;hypothetical protein","1","20","9","22","10.0","52.38095238095239","0.12222222222222222","0.036144137837483076","1.0","1.0","3","1","2","1.0","1.0"
"group_13311","","hypothetical protein","1","20","9","22","10.0","52.38095238095239","0.12222222222222222","0.036144137837483076","1.0","1.0","4","1","3","0.625","0.625"
"tdcB~~~tdcB_2","tdcB;tdcB_2","L-threonine dehydratase catabolic TdcB","1","20","9","22","10.0","52.38095238095239","0.12222222222222222","0.036144137837483076","1.0","1.0","2","1","2","0.5","1.0"
"group_13111","doeA_2","Ectoine hydrolase","1","20","9","22","10.0","52.38095238095239","0.12222222222222222","0.036144137837483076","1.0","1.0","2","1","2","0.5","1.0"
"group_13031","","hypothetical protein","1","20","9","22","10.0","52.38095238095239","0.12222222222222222","0.036144137837483076","1.0","1.0","2","1","2","0.5","1.0"
"arcB~~~arcB_2","arcB;arcB_2","Delta(1)-pyrroline-2-carboxylate reductase","1","20","9","22","10.0","52.38095238095239","0.12222222222222222","0.036144137837483076","1.0","1.0","2","1","2","0.5","1.0"
"group_2191","","4-hydroxyproline 2-epimerase","1","20","9","22","10.0","52.38095238095239","0.12222222222222222","0.036144137837483076","1.0","1.0","6","1","5","0.21875000000000003","0.21875000000000003"
"group_15560","","hypothetical protein","5","7","5","35","50.0","83.33333333333334","5.0","0.0387993478052969","1.0","1.0","5","4","4","0.375","0.375"
"group_13875","","hypothetical protein","5","7","5","35","50.0","83.33333333333334","5.0","0.0387993478052969","1.0","1.0","6","4","4","0.6875000000000002","0.6875000000000002"
"group_12033","","hypothetical protein","5","7","5","35","50.0","83.33333333333334","5.0","0.0387993478052969","1.0","1.0","6","4","4","0.6875000000000002","0.6875000000000002"
"group_11989","","IS5 family transposase ISAra1;IS5 family transposase ISRm33;hypothetical protein","5","7","5","35","50.0","83.33333333333334","5.0","0.0387993478052969","1.0","1.0","5","4","3","0.375","1.0"
"group_11945","","hypothetical protein","5","7","5","35","50.0","83.33333333333334","5.0","0.0387993478052969","1.0","1.0","3","3","3","0.25","0.25"
"group_10804","","hypothetical protein","5","7","5","35","50.0","83.33333333333334","5.0","0.0387993478052969","1.0","1.0","3","3","3","0.25","0.25"
"group_9274","","hypothetical protein","5","7","5","35","50.0","83.33333333333334","5.0","0.0387993478052969","1.0","1.0","5","4","2","0.375","1.0"
"group_8873","","hypothetical protein","5","7","5","35","50.0","83.33333333333334","5.0","0.0387993478052969","1.0","1.0","5","4","2","0.375","1.0"
"group_8824","","hypothetical protein","5","7","5","35","50.0","83.33333333333334","5.0","0.0387993478052969","1.0","1.0","3","3","1","0.25","1.0"
"group_8698","","hypothetical protein","5","7","5","35","50.0","83.33333333333334","5.0","0.0387993478052969","1.0","1.0","5","4","3","0.375","1.0"
"yciI","yciI","Protein YciI","5","7","5","35","50.0","83.33333333333334","5.0","0.0387993478052969","1.0","1.0","5","3","4","0.375","1.0"
"group_7455","","hypothetical protein","5","7","5","35","50.0","83.33333333333334","5.0","0.0387993478052969","1.0","1.0","3","3","3","0.25","0.25"
"group_5722","","hypothetical protein","5","7","5","35","50.0","83.33333333333334","5.0","0.0387993478052969","1.0","1.0","4","3","3","0.625","0.625"
"group_2136","","hypothetical protein","5","7","5","35","50.0","83.33333333333334","5.0","0.0387993478052969","1.0","1.0","5","4","3","0.375","1.0"
"group_15758","yffB","Protein YffB","5","35","5","7","50.0","16.666666666666664","0.2","0.03879934780529691","1.0","1.0","4","4","3","0.125","0.625"
"group_15748","ybaK","Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK","5","35","5","7","50.0","16.666666666666664","0.2","0.03879934780529691","1.0","1.0","4","4","3","0.125","0.625"
"group_14922","","hypothetical protein","5","35","5","7","50.0","16.666666666666664","0.2","0.03879934780529691","1.0","1.0","4","4","3","0.125","0.625"
"group_13908","","hypothetical protein","5","35","5","7","50.0","16.666666666666664","0.2","0.03879934780529691","1.0","1.0","4","4","3","0.125","0.625"
"fitB_2~~~fitB_4~~~fitB_3~~~fitB_1","fitB_2;fitB_4;fitB_3;fitB_1","Toxin FitB","5","35","5","7","50.0","16.666666666666664","0.2","0.03879934780529691","1.0","1.0","5","5","3","0.0625","1.0"
"group_11515","","hypothetical protein","5","35","5","7","50.0","16.666666666666664","0.2","0.03879934780529691","1.0","1.0","5","3","4","0.375","1.0"
"group_11442","","hypothetical protein","5","35","5","7","50.0","16.666666666666664","0.2","0.03879934780529691","1.0","1.0","5","5","3","0.0625","1.0"
"group_10175","","hypothetical protein","5","35","5","7","50.0","16.666666666666664","0.2","0.03879934780529691","1.0","1.0","4","2","4","0.125","1.0"
"group_15452","","hypothetical protein","7","40","3","2","70.0","4.761904761904762","0.11666666666666667","0.043244990303814033","1.0","1.0","3","2","2","1.0","1.0"
"group_7879","","hypothetical protein","3","2","7","40","30.0","95.23809523809523","8.571428571428571","0.043244990303814033","1.0","1.0","2","2","1","0.5","1.0"
"group_5964","","hypothetical protein","3","2","7","40","30.0","95.23809523809523","8.571428571428571","0.043244990303814033","1.0","1.0","2","2","1","0.5","1.0"
"group_5176","","hypothetical protein","3","2","7","40","30.0","95.23809523809523","8.571428571428571","0.043244990303814033","1.0","1.0","2","2","1","0.5","1.0"
"group_4794","","hypothetical protein","3","2","7","40","30.0","95.23809523809523","8.571428571428571","0.043244990303814033","1.0","1.0","2","2","1","0.5","1.0"
"group_3736","","hypothetical protein","3","2","7","40","30.0","95.23809523809523","8.571428571428571","0.043244990303814033","1.0","1.0","2","2","1","0.5","1.0"
"group_3285","","hypothetical protein","3","2","7","40","30.0","95.23809523809523","8.571428571428571","0.043244990303814033","1.0","1.0","2","2","1","0.5","1.0"
"group_2040","","hypothetical protein","3","2","7","40","30.0","95.23809523809523","8.571428571428571","0.043244990303814033","1.0","1.0","2","2","1","0.5","1.0"
"group_1423","","hypothetical protein","3","2","7","40","30.0","95.23809523809523","8.571428571428571","0.043244990303814033","1.0","1.0","2","2","1","0.5","1.0"
"group_893","","hypothetical protein","3","2","7","40","30.0","95.23809523809523","8.571428571428571","0.043244990303814033","1.0","1.0","2","2","1","0.5","1.0"
"group_547","","hypothetical protein","3","2","7","40","30.0","95.23809523809523","8.571428571428571","0.043244990303814033","1.0","1.0","2","2","1","0.5","1.0"
"group_92","","hypothetical protein","3","2","7","40","30.0","95.23809523809523","8.571428571428571","0.043244990303814033","1.0","1.0","2","2","1","0.5","1.0"
"nuoM_1~~~nuoM","nuoM_1;nuoM","NADH-quinone oxidoreductase subunit M","10","28","0","14","100.0","33.33333333333333","inf","0.045862176246402805","1.0","1.0","3","3","0","0.25","0.25"
"group_13562","","hypothetical protein","10","28","0","14","100.0","33.33333333333333","inf","0.045862176246402805","1.0","1.0","3","3","0","0.25","0.25"
"group_13177","","hypothetical protein","0","14","10","28","0.0","66.66666666666666","0.0","0.045862176246402805","1.0","1.0","2","0","2","0.5","0.5"
"group_12852","","hypothetical protein","0","14","10","28","0.0","66.66666666666666","0.0","0.045862176246402805","1.0","1.0","2","0","2","0.5","0.5"
"group_12390","","hypothetical protein","0","14","10","28","0.0","66.66666666666666","0.0","0.045862176246402805","1.0","1.0","2","0","2","0.5","0.5"
"group_12327","","hypothetical protein","0","14","10","28","0.0","66.66666666666666","0.0","0.045862176246402805","1.0","1.0","2","0","2","0.5","0.5"
"etfB_3~~~etfB_1~~~etfB_2","etfB_3;etfB_1;etfB_2","Electron transfer flavoprotein subunit beta","0","14","10","28","0.0","66.66666666666666","0.0","0.045862176246402805","1.0","1.0","3","0","3","0.25","0.25"
"group_11724","","hypothetical protein","0","14","10","28","0.0","66.66666666666666","0.0","0.045862176246402805","1.0","1.0","3","0","3","0.25","0.25"
"group_11065","","hypothetical protein","0","14","10","28","0.0","66.66666666666666","0.0","0.045862176246402805","1.0","1.0","2","0","2","0.5","0.5"
"group_10928","","hypothetical protein","0","14","10","28","0.0","66.66666666666666","0.0","0.045862176246402805","1.0","1.0","2","0","2","0.5","0.5"
"group_10784","","hypothetical protein","0","14","10","28","0.0","66.66666666666666","0.0","0.045862176246402805","1.0","1.0","3","0","3","0.25","0.25"
"group_10772","","hypothetical protein","0","14","10","28","0.0","66.66666666666666","0.0","0.045862176246402805","1.0","1.0","2","0","2","0.5","0.5"
"group_10550","","hypothetical protein","0","14","10","28","0.0","66.66666666666666","0.0","0.045862176246402805","1.0","1.0","2","0","2","0.5","0.5"
"group_8270","","hypothetical protein","0","14","10","28","0.0","66.66666666666666","0.0","0.045862176246402805","1.0","1.0","2","0","2","0.5","0.5"
"group_7376","","hypothetical protein","0","14","10","28","0.0","66.66666666666666","0.0","0.045862176246402805","1.0","1.0","3","0","3","0.25","0.25"
"group_6418","","hypothetical protein","0","14","10","28","0.0","66.66666666666666","0.0","0.045862176246402805","1.0","1.0","2","0","2","0.5","0.5"
"group_6323","slyA_2","Transcriptional regulator SlyA","0","14","10","28","0.0","66.66666666666666","0.0","0.045862176246402805","1.0","1.0","2","0","2","0.5","0.5"
"group_14454","","hypothetical protein","10","27","0","15","100.0","35.714285714285715","inf","0.046356389775489046","1.0","1.0","4","4","0","0.125","0.125"
"group_13429","","hypothetical protein","10","27","0","15","100.0","35.714285714285715","inf","0.046356389775489046","1.0","1.0","3","3","0","0.25","0.25"
"group_12694","","hypothetical protein","10","27","0","15","100.0","35.714285714285715","inf","0.046356389775489046","1.0","1.0","3","3","0","0.25","0.25"
"livF_10~~~livF_7","livF_10;livF_7","High-affinity branched-chain amino acid transport ATP-binding protein LivF","0","15","10","27","0.0","64.28571428571429","0.0","0.046356389775489046","1.0","1.0","3","0","3","0.25","0.25"
"lptB_7~~~lptB_6~~~lptB_5","lptB_7;lptB_6;lptB_5","Lipopolysaccharide export system ATP-binding protein LptB","0","15","10","27","0.0","64.28571428571429","0.0","0.046356389775489046","1.0","1.0","3","0","3","0.25","0.25"
"group_14653","","hypothetical protein","0","15","10","27","0.0","64.28571428571429","0.0","0.046356389775489046","1.0","1.0","3","0","3","0.25","0.25"
"group_14640","","hypothetical protein","0","15","10","27","0.0","64.28571428571429","0.0","0.046356389775489046","1.0","1.0","3","0","3","0.25","0.25"
"group_14628","","hypothetical protein","0","15","10","27","0.0","64.28571428571429","0.0","0.046356389775489046","1.0","1.0","3","0","3","0.25","0.25"
"group_14614","alkJ_3","Alcohol dehydrogenase [acceptor]","0","15","10","27","0.0","64.28571428571429","0.0","0.046356389775489046","1.0","1.0","3","0","3","0.25","0.25"
"group_14598","feaB","Phenylacetaldehyde dehydrogenase","0","15","10","27","0.0","64.28571428571429","0.0","0.046356389775489046","1.0","1.0","3","0","3","0.25","0.25"
"group_14577","feaR","Transcriptional activator FeaR","0","15","10","27","0.0","64.28571428571429","0.0","0.046356389775489046","1.0","1.0","3","0","3","0.25","0.25"
"group_14356","","hypothetical protein","0","15","10","27","0.0","64.28571428571429","0.0","0.046356389775489046","1.0","1.0","2","0","2","0.5","0.5"
"fitB_5~~~fitB_6~~~fitB_8~~~fitB_3","fitB_5;fitB_6;fitB_8;fitB_3","Toxin FitB","0","15","10","27","0.0","64.28571428571429","0.0","0.046356389775489046","1.0","1.0","2","0","2","0.5","0.5"
"group_13857","","hypothetical protein","0","15","10","27","0.0","64.28571428571429","0.0","0.046356389775489046","1.0","1.0","4","0","4","0.125","0.125"
"group_13564","","hypothetical protein","0","15","10","27","0.0","64.28571428571429","0.0","0.046356389775489046","1.0","1.0","3","0","3","0.25","0.25"
"group_13480","","hypothetical protein","0","15","10","27","0.0","64.28571428571429","0.0","0.046356389775489046","1.0","1.0","2","0","2","0.5","0.5"
"group_12896","","hypothetical protein","0","15","10","27","0.0","64.28571428571429","0.0","0.046356389775489046","1.0","1.0","3","0","3","0.25","0.25"
"rhaS_23~~~rhaR_9","rhaS_23;rhaR_9","HTH-type transcriptional activator RhaS;HTH-type transcriptional activator RhaR","0","15","10","27","0.0","64.28571428571429","0.0","0.046356389775489046","1.0","1.0","2","0","2","0.5","0.5"
"nuoM","nuoM","NADH-quinone oxidoreductase subunit M","0","15","10","27","0.0","64.28571428571429","0.0","0.046356389775489046","1.0","1.0","3","0","3","0.25","0.25"
"tcyJ","tcyJ","L-cystine-binding protein TcyJ","0","15","10","27","0.0","64.28571428571429","0.0","0.046356389775489046","1.0","1.0","3","0","3","0.25","0.25"
