"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"msrP_1~~~msrP_5~~~msrP_2","msrP_1;msrP_5;msrP_2","Protein-methionine-sulfoxide reductase catalytic subunit MsrP","7","7","1","37","87.5","84.0909090909091","37.0","0.00017729200838522314","1.0","0.3627273469787803","4","4","1","0.125","0.625"
"group_16137","","IS1380 family transposase ISRsp7","4","0","4","44","50.0","100.0","inf","0.0002585649644473179","1.0","0.3627273469787803","3","3","0","0.25","0.25"
"group_10938","","hypothetical protein","4","0","4","44","50.0","100.0","inf","0.0002585649644473179","1.0","0.3627273469787803","3","3","0","0.25","0.25"
"group_10385","","hypothetical protein","4","0","4","44","50.0","100.0","inf","0.0002585649644473179","1.0","0.3627273469787803","3","3","0","0.25","0.25"
"group_13112","","hypothetical protein","8","14","0","30","100.0","68.18181818181817","inf","0.0004249219790385394","1.0","0.3627273469787803","3","3","0","0.25","0.25"
"group_14959","","hypothetical protein","2","39","6","5","25.0","11.363636363636363","0.042735042735042736","0.0005216147513584554","1.0","0.3627273469787803","4","2","4","0.125","1.0"
"group_13540","","hypothetical protein","1","35","7","9","12.5","20.454545454545457","0.036734693877551024","0.0005643700588468492","1.0","0.3627273469787803","4","1","3","0.625","0.625"
"group_13360","","hypothetical protein","1","35","7","9","12.5","20.454545454545457","0.036734693877551024","0.0005643700588468492","1.0","0.3627273469787803","4","1","3","0.625","0.625"
"hchA_1~~~hchA_2~~~hchA_4","hchA_1;hchA_2;hchA_4","Protein/nucleic acid deglycase HchA","1","35","7","9","12.5","20.454545454545457","0.036734693877551024","0.0005643700588468492","1.0","0.3627273469787803","4","1","3","0.625","0.625"
"fadJ_2~~~fadJ_4","fadJ_2;fadJ_4","Fatty acid oxidation complex subunit alpha","1","35","7","9","12.5","20.454545454545457","0.036734693877551024","0.0005643700588468492","1.0","0.3627273469787803","4","1","3","0.625","0.625"
"group_12853","bacC_2","Dihydroanticapsin 7-dehydrogenase","1","35","7","9","12.5","20.454545454545457","0.036734693877551024","0.0005643700588468492","1.0","0.3627273469787803","4","1","3","0.625","0.625"
"rutB_1~~~rutB_4","rutB_1;rutB_4","Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB","1","35","7","9","12.5","20.454545454545457","0.036734693877551024","0.0005643700588468492","1.0","0.3627273469787803","4","1","3","0.625","0.625"
"todT_1~~~tmoT_2","todT_1;tmoT_2","Response regulator protein TodT;Response regulator protein TmoT","1","35","7","9","12.5","20.454545454545457","0.036734693877551024","0.0005643700588468492","1.0","0.3627273469787803","4","1","3","0.625","0.625"
"group_11710","","hypothetical protein","1","35","7","9","12.5","20.454545454545457","0.036734693877551024","0.0005643700588468492","1.0","0.3627273469787803","4","1","3","0.625","0.625"
"group_11666","","hypothetical protein","1","35","7","9","12.5","20.454545454545457","0.036734693877551024","0.0005643700588468492","1.0","0.3627273469787803","4","1","3","0.625","0.625"
"group_11290","","hypothetical protein","1","35","7","9","12.5","20.454545454545457","0.036734693877551024","0.0005643700588468492","1.0","0.3627273469787803","4","1","3","0.625","0.625"
"group_11289","","hypothetical protein","1","35","7","9","12.5","20.454545454545457","0.036734693877551024","0.0005643700588468492","1.0","0.3627273469787803","4","1","3","0.625","0.625"
"group_1362","","hypothetical protein","1","35","7","9","12.5","20.454545454545457","0.036734693877551024","0.0005643700588468492","1.0","0.3627273469787803","4","1","3","0.625","0.625"
"group_14249","","hypothetical protein","7","9","1","35","87.5","79.54545454545455","27.22222222222222","0.0005643700588468492","1.0","0.3627273469787803","3","3","1","0.25","1.0"
"group_12506","","hypothetical protein","7","9","1","35","87.5","79.54545454545455","27.22222222222222","0.0005643700588468492","1.0","0.3627273469787803","5","4","1","0.375","0.375"
"group_15246","ndk","Nucleoside diphosphate kinase","2","38","6","6","25.0","13.636363636363635","0.05263157894736842","0.0010004741952285036","1.0","0.3627273469787803","6","2","4","0.6875000000000002","0.6875000000000002"
"group_13813","","hypothetical protein","2","38","6","6","25.0","13.636363636363635","0.05263157894736842","0.0010004741952285036","1.0","0.3627273469787803","5","2","4","0.375","1.0"
"pgrR_13","pgrR_13","HTH-type transcriptional regulator PgrR","6","6","2","38","75.0","86.36363636363636","19.0","0.0010004741952285036","1.0","0.3627273469787803","4","4","2","0.125","1.0"
"group_15797","","hypothetical protein","3","41","5","3","37.5","6.8181818181818175","0.04390243902439024","0.0010212173296463441","1.0","0.3627273469787803","3","1","3","0.25","1.0"
"group_12086","","hypothetical protein","3","41","5","3","37.5","6.8181818181818175","0.04390243902439024","0.0010212173296463441","1.0","0.3627273469787803","5","2","4","0.375","1.0"
"group_15182","","hypothetical protein","5","3","3","41","62.5","93.18181818181817","22.77777777777778","0.0010212173296463441","1.0","0.3627273469787803","3","3","2","0.25","1.0"
"group_15151","","hypothetical protein","5","3","3","41","62.5","93.18181818181817","22.77777777777778","0.0010212173296463441","1.0","0.3627273469787803","3","3","1","0.25","1.0"
"etfB_2~~~etfB","etfB_2;etfB","Electron transfer flavoprotein subunit beta","5","3","3","41","62.5","93.18181818181817","22.77777777777778","0.0010212173296463441","1.0","0.3627273469787803","5","4","2","0.375","1.0"
"group_16138","","hypothetical protein","4","1","4","43","50.0","97.72727272727273","43.0","0.0012066365007541476","1.0","0.3627273469787803","3","3","0","0.25","0.25"
"group_11277","","hypothetical protein","4","1","4","43","50.0","97.72727272727273","43.0","0.0012066365007541476","1.0","0.3627273469787803","2","2","1","0.5","1.0"
"group_10384","","hypothetical protein","4","1","4","43","50.0","97.72727272727273","43.0","0.0012066365007541476","1.0","0.3627273469787803","3","3","0","0.25","0.25"
"ymdB_1","ymdB_1","O-acetyl-ADP-ribose deacetylase","4","1","4","43","50.0","97.72727272727273","43.0","0.0012066365007541476","1.0","0.3627273469787803","2","2","1","0.5","1.0"
"group_1247","","hypothetical protein","4","1","4","43","50.0","97.72727272727273","43.0","0.0012066365007541476","1.0","0.3627273469787803","2","2","1","0.5","1.0"
"arnC_2~~~arnC_6","arnC_2;arnC_6","Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase","7","11","1","33","87.5","75.0","21.0","0.0014959693405576851","1.0","0.3627273469787803","5","5","1","0.0625","0.375"
"group_14472","","hypothetical protein","7","11","1","33","87.5","75.0","21.0","0.0014959693405576851","1.0","0.3627273469787803","5","5","1","0.0625","0.375"
"gumH~~~gumH_1",";gumH;gumH_1","Glycogen synthase;GDP-mannose:cellobiosyl-diphosphopolyprenol alpha-mannosyltransferase","7","11","1","33","87.5","75.0","21.0","0.0014959693405576851","1.0","0.3627273469787803","5","5","1","0.0625","0.375"
"group_14403","","hypothetical protein","7","11","1","33","87.5","75.0","21.0","0.0014959693405576851","1.0","0.3627273469787803","5","5","1","0.0625","0.375"
"group_14395","","hypothetical protein","7","11","1","33","87.5","75.0","21.0","0.0014959693405576851","1.0","0.3627273469787803","5","5","1","0.0625","0.375"
"group_14394","","hypothetical protein","7","11","1","33","87.5","75.0","21.0","0.0014959693405576851","1.0","0.3627273469787803","5","5","1","0.0625","0.375"
"group_14270","","hypothetical protein","7","11","1","33","87.5","75.0","21.0","0.0014959693405576851","1.0","0.3627273469787803","5","5","1","0.0625","0.375"
"group_14269","","hypothetical protein","7","11","1","33","87.5","75.0","21.0","0.0014959693405576851","1.0","0.3627273469787803","5","5","1","0.0625","0.375"
"group_14085","","hypothetical protein","7","11","1","33","87.5","75.0","21.0","0.0014959693405576851","1.0","0.3627273469787803","5","5","1","0.0625","0.375"
"group_15273","","hypothetical protein","2","37","6","7","25.0","15.909090909090908","0.06306306306306306","0.0017803310038168878","1.0","0.3627273469787803","4","1","4","0.125","0.625"
"ndk","ndk","Nucleoside diphosphate kinase","6","7","2","37","75.0","84.0909090909091","15.857142857142858","0.0017803310038168878","1.0","0.3627273469787803","6","4","2","0.6875000000000002","0.6875000000000002"
"group_11754","pbpG","Penicillin-binding protein 2D","5","4","3","40","62.5","90.9090909090909","16.666666666666668","0.00216915913166662","1.0","0.3627273469787803","3","3","3","0.25","0.25"
"group_16507","","IS481 family transposase ISHne2","3","0","5","44","37.5","100.0","inf","0.002533936651583709","1.0","0.3627273469787803","2","2","0","0.5","0.5"
"group_9833","","hypothetical protein","3","0","5","44","37.5","100.0","inf","0.002533936651583709","1.0","0.3627273469787803","2","2","0","0.5","0.5"
"group_7261","","4-hydroxyproline 2-epimerase 2","3","0","5","44","37.5","100.0","inf","0.002533936651583709","1.0","0.3627273469787803","2","2","0","0.5","0.5"
"group_7081","","hypothetical protein","3","0","5","44","37.5","100.0","inf","0.002533936651583709","1.0","0.3627273469787803","2","2","0","0.5","0.5"
"group_3140","","hypothetical protein","3","0","5","44","37.5","100.0","inf","0.002533936651583709","1.0","0.3627273469787803","2","2","0","0.5","0.5"
"gcvA_8~~~argP_5~~~gcvA_11","gcvA_8;argP_5;gcvA_11","Glycine cleavage system transcriptional activator;HTH-type transcriptional regulator ArgP","6","8","2","36","75.0","81.81818181818183","13.5","0.0029826102503906324","1.0","0.3627273469787803","3","3","2","0.25","1.0"
"group_12439","","hypothetical protein","6","8","2","36","75.0","81.81818181818183","13.5","0.0029826102503906324","1.0","0.3627273469787803","3","3","1","0.25","1.0"
"group_13837","","hypothetical protein","4","2","4","42","50.0","95.45454545454545","21.0","0.0033750979933708397","1.0","0.3627273469787803","4","3","2","0.625","1.0"
"group_13613","","hypothetical protein","4","2","4","42","50.0","95.45454545454545","21.0","0.0033750979933708397","1.0","0.3627273469787803","3","2","2","1.0","1.0"
"group_12967","","hypothetical protein","4","2","4","42","50.0","95.45454545454545","21.0","0.0033750979933708397","1.0","0.3627273469787803","3","2","2","1.0","1.0"
"group_11687","","hypothetical protein","4","2","4","42","50.0","95.45454545454545","21.0","0.0033750979933708397","1.0","0.3627273469787803","2","2","1","0.5","1.0"
"group_10787","","hypothetical protein","4","2","4","42","50.0","95.45454545454545","21.0","0.0033750979933708397","1.0","0.3627273469787803","2","2","1","0.5","1.0"
"group_10383","","hypothetical protein","4","2","4","42","50.0","95.45454545454545","21.0","0.0033750979933708397","1.0","0.3627273469787803","2","2","1","0.5","1.0"
"group_10219","","IS5 family transposase ISRel13","4","2","4","42","50.0","95.45454545454545","21.0","0.0033750979933708397","1.0","0.3627273469787803","3","3","1","0.25","1.0"
"group_9901","","hypothetical protein","4","2","4","42","50.0","95.45454545454545","21.0","0.0033750979933708397","1.0","0.3627273469787803","2","2","1","0.5","1.0"
"group_9779","","hypothetical protein","4","2","4","42","50.0","95.45454545454545","21.0","0.0033750979933708397","1.0","0.3627273469787803","2","2","1","0.5","1.0"
"group_9765","","hypothetical protein","4","2","4","42","50.0","95.45454545454545","21.0","0.0033750979933708397","1.0","0.3627273469787803","2","2","1","0.5","1.0"
"group_9414","","hypothetical protein","4","2","4","42","50.0","95.45454545454545","21.0","0.0033750979933708397","1.0","0.3627273469787803","2","2","1","0.5","1.0"
"group_9413","","hypothetical protein","4","2","4","42","50.0","95.45454545454545","21.0","0.0033750979933708397","1.0","0.3627273469787803","2","2","1","0.5","1.0"
"group_8666","","hypothetical protein","4","2","4","42","50.0","95.45454545454545","21.0","0.0033750979933708397","1.0","0.3627273469787803","2","2","1","0.5","1.0"
"group_8532","","hypothetical protein","4","2","4","42","50.0","95.45454545454545","21.0","0.0033750979933708397","1.0","0.3627273469787803","2","2","1","0.5","1.0"
"group_8497","","hypothetical protein","4","2","4","42","50.0","95.45454545454545","21.0","0.0033750979933708397","1.0","0.3627273469787803","2","2","1","0.5","1.0"
"group_8406","","hypothetical protein","4","2","4","42","50.0","95.45454545454545","21.0","0.0033750979933708397","1.0","0.3627273469787803","2","2","1","0.5","1.0"
"group_8151","","hypothetical protein","4","2","4","42","50.0","95.45454545454545","21.0","0.0033750979933708397","1.0","0.3627273469787803","2","2","1","0.5","1.0"
"group_7891","","hypothetical protein","4","2","4","42","50.0","95.45454545454545","21.0","0.0033750979933708397","1.0","0.3627273469787803","2","2","1","0.5","1.0"
"group_7890","","hypothetical protein","4","2","4","42","50.0","95.45454545454545","21.0","0.0033750979933708397","1.0","0.3627273469787803","2","2","1","0.5","1.0"
"ybiS","ybiS","putative LD-transpeptidase YbiS","4","2","4","42","50.0","95.45454545454545","21.0","0.0033750979933708397","1.0","0.3627273469787803","2","2","1","0.5","1.0"
"group_6663","","hypothetical protein","4","2","4","42","50.0","95.45454545454545","21.0","0.0033750979933708397","1.0","0.3627273469787803","2","2","1","0.5","1.0"
"group_5702","","hypothetical protein","4","2","4","42","50.0","95.45454545454545","21.0","0.0033750979933708397","1.0","0.3627273469787803","2","2","1","0.5","1.0"
"group_5076","","hypothetical protein","4","2","4","42","50.0","95.45454545454545","21.0","0.0033750979933708397","1.0","0.3627273469787803","2","2","1","0.5","1.0"
"group_4221","","hypothetical protein","4","2","4","42","50.0","95.45454545454545","21.0","0.0033750979933708397","1.0","0.3627273469787803","2","2","1","0.5","1.0"
"group_4107","","hypothetical protein","4","2","4","42","50.0","95.45454545454545","21.0","0.0033750979933708397","1.0","0.3627273469787803","2","2","1","0.5","1.0"
"group_3805","","hypothetical protein","4","2","4","42","50.0","95.45454545454545","21.0","0.0033750979933708397","1.0","0.3627273469787803","2","2","1","0.5","1.0"
"group_3227","","hypothetical protein","4","2","4","42","50.0","95.45454545454545","21.0","0.0033750979933708397","1.0","0.3627273469787803","2","2","1","0.5","1.0"
"group_2581","","IS110 family transposase ISWpi12","4","2","4","42","50.0","95.45454545454545","21.0","0.0033750979933708397","1.0","0.3627273469787803","4","3","1","0.625","0.625"
"group_2537","","hypothetical protein","4","2","4","42","50.0","95.45454545454545","21.0","0.0033750979933708397","1.0","0.3627273469787803","2","2","1","0.5","1.0"
"group_1611","","IS256 family transposase ISAli6","4","2","4","42","50.0","95.45454545454545","21.0","0.0033750979933708397","1.0","0.3627273469787803","2","2","1","0.5","1.0"
"group_1142","","hypothetical protein","4","2","4","42","50.0","95.45454545454545","21.0","0.0033750979933708397","1.0","0.3627273469787803","2","2","1","0.5","1.0"
"pduW~~~pduW_2","pduW;pduW_2","putative propionate kinase","1","31","7","13","12.5","29.545454545454547","0.059907834101382486","0.0034637579503444373","1.0","0.3627273469787803","3","1","3","0.25","1.0"
"group_14684","","hypothetical protein","1","31","7","13","12.5","29.545454545454547","0.059907834101382486","0.0034637579503444373","1.0","0.3627273469787803","3","1","3","0.25","1.0"
"group_14679","","hypothetical protein","1","31","7","13","12.5","29.545454545454547","0.059907834101382486","0.0034637579503444373","1.0","0.3627273469787803","3","1","3","0.25","1.0"
"group_14675","","hypothetical protein","1","31","7","13","12.5","29.545454545454547","0.059907834101382486","0.0034637579503444373","1.0","0.3627273469787803","3","1","3","0.25","1.0"
"group_14672","","hypothetical protein","1","31","7","13","12.5","29.545454545454547","0.059907834101382486","0.0034637579503444373","1.0","0.3627273469787803","3","1","3","0.25","1.0"
"group_14663","","hypothetical protein","1","31","7","13","12.5","29.545454545454547","0.059907834101382486","0.0034637579503444373","1.0","0.3627273469787803","3","1","3","0.25","1.0"
"group_14655","ompR_1","Transcriptional regulatory protein OmpR","1","31","7","13","12.5","29.545454545454547","0.059907834101382486","0.0034637579503444373","1.0","0.3627273469787803","3","1","3","0.25","1.0"
"group_14642","","hypothetical protein","1","31","7","13","12.5","29.545454545454547","0.059907834101382486","0.0034637579503444373","1.0","0.3627273469787803","3","1","3","0.25","1.0"
"rcsC_10~~~rcsC_8~~~rcsC_9","rcsC_10;rcsC_8;;rcsC_9","Sensor histidine kinase RcsC;hypothetical protein;Blue-light-activated protein","1","31","7","13","12.5","29.545454545454547","0.059907834101382486","0.0034637579503444373","1.0","0.3627273469787803","3","1","3","0.25","1.0"
"group_14604","","hypothetical protein","1","31","7","13","12.5","29.545454545454547","0.059907834101382486","0.0034637579503444373","1.0","0.3627273469787803","3","1","3","0.25","1.0"
"group_14585","ctpF","putative cation-transporting ATPase F","1","31","7","13","12.5","29.545454545454547","0.059907834101382486","0.0034637579503444373","1.0","0.3627273469787803","3","1","3","0.25","1.0"
"adhA~~~adhA_2","adhA;adhA_2","putative alcohol dehydrogenase AdhA","1","31","7","13","12.5","29.545454545454547","0.059907834101382486","0.0034637579503444373","1.0","0.3627273469787803","3","1","3","0.25","1.0"
"group_14554","dksA_1","RNA polymerase-binding transcription factor DksA","1","31","7","13","12.5","29.545454545454547","0.059907834101382486","0.0034637579503444373","1.0","0.3627273469787803","3","1","3","0.25","1.0"
"group_14553","","hypothetical protein","1","31","7","13","12.5","29.545454545454547","0.059907834101382486","0.0034637579503444373","1.0","0.3627273469787803","3","1","3","0.25","1.0"
"group_14513","actP_1","Copper-transporting P-type ATPase","1","31","7","13","12.5","29.545454545454547","0.059907834101382486","0.0034637579503444373","1.0","0.3627273469787803","3","1","3","0.25","1.0"
"group_14463","","hypothetical protein","1","31","7","13","12.5","29.545454545454547","0.059907834101382486","0.0034637579503444373","1.0","0.3627273469787803","3","1","3","0.25","1.0"
"group_14462","","hypothetical protein","1","31","7","13","12.5","29.545454545454547","0.059907834101382486","0.0034637579503444373","1.0","0.3627273469787803","3","1","3","0.25","1.0"
"group_14383","","hypothetical protein","1","31","7","13","12.5","29.545454545454547","0.059907834101382486","0.0034637579503444373","1.0","0.3627273469787803","3","1","3","0.25","1.0"
"group_13664","","hypothetical protein","7","13","1","31","87.5","70.45454545454545","16.692307692307693","0.0034637579503444373","1.0","0.3627273469787803","4","3","1","0.625","0.625"
"group_14729","","hypothetical protein","5","5","3","39","62.5","88.63636363636364","13.0","0.004091294242026146","1.0","0.3627273469787803","3","3","2","0.25","1.0"
"group_11120","","IS5 family transposase ISNeu3;hypothetical protein","5","5","3","39","62.5","88.63636363636364","13.0","0.004091294242026146","1.0","0.3627273469787803","5","3","3","1.0","1.0"
"rhaR_6","rhaR_6","HTH-type transcriptional activator RhaR","5","5","3","39","62.5","88.63636363636364","13.0","0.004091294242026146","1.0","0.3627273469787803","5","3","3","1.0","1.0"
"qorA_1~~~qorA_2","qorA_1;qorA_2","Quinone oxidoreductase 1","3","39","5","5","37.5","11.363636363636363","0.07692307692307693","0.004091294242026147","1.0","0.3627273469787803","4","3","3","0.625","0.625"
"hdfR_2~~~hdfR_10~~~hdfR_4~~~hdfR_5~~~hdfR_3","hdfR_2;hdfR_10;hdfR_4;hdfR_5;hdfR_3","HTH-type transcriptional regulator HdfR","3","39","5","5","37.5","11.363636363636363","0.07692307692307693","0.004091294242026147","1.0","0.3627273469787803","4","3","3","0.625","0.625"
"btr_2~~~rhaR_7~~~rhaR_5~~~rhaR_9~~~rhaR_6","btr_2;;rhaR_7;rhaR_5;rhaR_9;rhaR_6","HTH-type transcriptional activator Btr;hypothetical protein;HTH-type transcriptional activator RhaR","3","39","5","5","37.5","11.363636363636363","0.07692307692307693","0.004091294242026147","1.0","0.3627273469787803","6","3","3","1.0","1.0"
"group_13573","","hypothetical protein","2","35","6","9","25.0","20.454545454545457","0.08571428571428572","0.0047543901927098245","1.0","0.3627273469787803","4","2","3","0.625","1.0"
"group_13192","","hypothetical protein","2","35","6","9","25.0","20.454545454545457","0.08571428571428572","0.0047543901927098245","1.0","0.3627273469787803","2","1","2","0.5","1.0"
"group_15503","","hypothetical protein","1","30","7","14","12.5","31.818181818181817","0.06666666666666667","0.005060434477640775","1.0","0.3627273469787803","4","1","3","0.625","0.625"
"group_14619","","hypothetical protein","1","30","7","14","12.5","31.818181818181817","0.06666666666666667","0.005060434477640775","1.0","0.3627273469787803","4","1","3","0.625","0.625"
"degP_3~~~degP_2","degP_3;degP_2","Periplasmic serine endoprotease DegP","1","30","7","14","12.5","31.818181818181817","0.06666666666666667","0.005060434477640775","1.0","0.3627273469787803","4","1","3","0.625","0.625"
"ugpC_22~~~msmX_8",";ugpC_22;msmX_8","hypothetical protein;sn-glycerol-3-phosphate import ATP-binding protein UgpC;Oligosaccharides import ATP-binding protein MsmX","1","30","7","14","12.5","31.818181818181817","0.06666666666666667","0.005060434477640775","1.0","0.3627273469787803","2","1","2","0.5","1.0"
"group_12326","","hypothetical protein","1","30","7","14","12.5","31.818181818181817","0.06666666666666667","0.005060434477640775","1.0","0.3627273469787803","2","1","2","0.5","1.0"
"group_12226","","hypothetical protein","1","30","7","14","12.5","31.818181818181817","0.06666666666666667","0.005060434477640775","1.0","0.3627273469787803","2","1","2","0.5","1.0"
"group_12225","linX_2","25-dichloro-25-cyclohexadiene-14-diol dehydrogenase LinX","1","30","7","14","12.5","31.818181818181817","0.06666666666666667","0.005060434477640775","1.0","0.3627273469787803","2","1","2","0.5","1.0"
"ttuD_2~~~ttuD_1","ttuD_2;ttuD_1","Putative hydroxypyruvate reductase","1","30","7","14","12.5","31.818181818181817","0.06666666666666667","0.005060434477640775","1.0","0.3627273469787803","2","1","2","0.5","1.0"
"ttuB_1~~~ttuB_2","ttuB_1;ttuB_2","Putative tartrate transporter","1","30","7","14","12.5","31.818181818181817","0.06666666666666667","0.005060434477640775","1.0","0.3627273469787803","2","1","2","0.5","1.0"
"group_10996","","hypothetical protein","1","30","7","14","12.5","31.818181818181817","0.06666666666666667","0.005060434477640775","1.0","0.3627273469787803","2","1","2","0.5","1.0"
"group_10993","pgrR_5;","HTH-type transcriptional regulator PgrR;hypothetical protein","1","30","7","14","12.5","31.818181818181817","0.06666666666666667","0.005060434477640775","1.0","0.3627273469787803","2","1","2","0.5","1.0"
"group_10970","","hypothetical protein","1","30","7","14","12.5","31.818181818181817","0.06666666666666667","0.005060434477640775","1.0","0.3627273469787803","4","1","3","0.625","0.625"
"group_10845","","hypothetical protein","1","30","7","14","12.5","31.818181818181817","0.06666666666666667","0.005060434477640775","1.0","0.3627273469787803","2","1","2","0.5","1.0"
"group_10660","","hypothetical protein","1","30","7","14","12.5","31.818181818181817","0.06666666666666667","0.005060434477640775","1.0","0.3627273469787803","2","1","2","0.5","1.0"
"group_10427","","hypothetical protein","1","30","7","14","12.5","31.818181818181817","0.06666666666666667","0.005060434477640775","1.0","0.3627273469787803","2","1","2","0.5","1.0"
"catM_1","catM_1","HTH-type transcriptional regulator CatM","1","30","7","14","12.5","31.818181818181817","0.06666666666666667","0.005060434477640775","1.0","0.3627273469787803","2","1","2","0.5","1.0"
"ttuC_1","ttuC_1","putative tartrate dehydrogenase/decarboxylase TtuC","1","30","7","14","12.5","31.818181818181817","0.06666666666666667","0.005060434477640775","1.0","0.3627273469787803","2","1","2","0.5","1.0"
"group_15806","","hypothetical protein","7","14","1","30","87.5","68.18181818181817","15.0","0.005060434477640775","1.0","0.3627273469787803","2","2","1","0.5","1.0"
"group_15805","","hypothetical protein","7","14","1","30","87.5","68.18181818181817","15.0","0.005060434477640775","1.0","0.3627273469787803","2","2","1","0.5","1.0"
"group_15086","","hypothetical protein","7","14","1","30","87.5","68.18181818181817","15.0","0.005060434477640775","1.0","0.3627273469787803","6","5","1","0.21875000000000003","0.21875000000000003"
"hilA_1","hilA_1;","Transcriptional regulator HilA;hypothetical protein","7","14","1","30","87.5","68.18181818181817","15.0","0.005060434477640775","1.0","0.3627273469787803","2","2","1","0.5","1.0"
"group_13373","","hypothetical protein","7","14","1","30","87.5","68.18181818181817","15.0","0.005060434477640775","1.0","0.3627273469787803","2","2","1","0.5","1.0"
"tdcB~~~tdcB_2","tdcB;tdcB_2","L-threonine dehydratase catabolic TdcB","7","14","1","30","87.5","68.18181818181817","15.0","0.005060434477640775","1.0","0.3627273469787803","3","3","1","0.25","1.0"
"group_13111","doeA_2","Ectoine hydrolase","7","14","1","30","87.5","68.18181818181817","15.0","0.005060434477640775","1.0","0.3627273469787803","3","3","1","0.25","1.0"
"group_12580","","hypothetical protein","7","14","1","30","87.5","68.18181818181817","15.0","0.005060434477640775","1.0","0.3627273469787803","2","2","1","0.5","1.0"
"arcB~~~arcB_2","arcB;arcB_2","Delta(1)-pyrroline-2-carboxylate reductase","7","14","1","30","87.5","68.18181818181817","15.0","0.005060434477640775","1.0","0.3627273469787803","3","3","1","0.25","1.0"
"IMPDH_3","IMPDH_3","Inosine-5'-monophosphate dehydrogenase","7","14","1","30","87.5","68.18181818181817","15.0","0.005060434477640775","1.0","0.3627273469787803","2","2","1","0.5","1.0"
"group_13991","","hypothetical protein","8","20","0","24","100.0","54.54545454545454","inf","0.0051074832551678976","1.0","0.3627273469787803","3","3","0","0.25","0.25"
"group_13983","","hypothetical protein","8","20","0","24","100.0","54.54545454545454","inf","0.0051074832551678976","1.0","0.3627273469787803","3","3","0","0.25","0.25"
"group_13840","","hypothetical protein","8","20","0","24","100.0","54.54545454545454","inf","0.0051074832551678976","1.0","0.3627273469787803","3","3","0","0.25","0.25"
"kdgK_2~~~kdgK","kdgK_2;kdgK","2-dehydro-3-deoxygluconokinase","8","20","0","24","100.0","54.54545454545454","inf","0.0051074832551678976","1.0","0.3627273469787803","3","3","0","0.25","0.25"
"dnaJ_5~~~dnaJ_4","dnaJ_5;dnaJ_4","Chaperone protein DnaJ","8","20","0","24","100.0","54.54545454545454","inf","0.0051074832551678976","1.0","0.3627273469787803","3","3","0","0.25","0.25"
"group_11014","","hypothetical protein","8","20","0","24","100.0","54.54545454545454","inf","0.0051074832551678976","1.0","0.3627273469787803","3","3","0","0.25","0.25"
"group_12813","","hypothetical protein","0","24","8","20","0.0","45.45454545454545","0.0","0.0051074832551678976","1.0","0.3627273469787803","2","0","2","0.5","0.5"
"group_11539","","hypothetical protein","0","24","8","20","0.0","45.45454545454545","0.0","0.0051074832551678976","1.0","0.3627273469787803","2","0","2","0.5","0.5"
"group_10567","","hypothetical protein","0","24","8","20","0.0","45.45454545454545","0.0","0.0051074832551678976","1.0","0.3627273469787803","2","0","2","0.5","0.5"
"group_10228","dnaJ_4","Chaperone protein DnaJ","0","24","8","20","0.0","45.45454545454545","0.0","0.0051074832551678976","1.0","0.3627273469787803","2","0","2","0.5","0.5"
"group_10162","","hypothetical protein","0","24","8","20","0.0","45.45454545454545","0.0","0.0051074832551678976","1.0","0.3627273469787803","2","0","2","0.5","0.5"
"kdgK","kdgK","2-dehydro-3-deoxygluconokinase","0","24","8","20","0.0","45.45454545454545","0.0","0.0051074832551678976","1.0","0.3627273469787803","2","0","2","0.5","0.5"
"sasA_10~~~sasA_14~~~sasA_26~~~sasA_13~~~sasA_11~~~sasA_9~~~sasA_12","sasA_10;sasA_14;sasA_26;sasA_13;sasA_11;sasA_9;sasA_12","Adaptive-response sensory-kinase SasA","8","21","0","23","100.0","52.27272727272727","inf","0.006355105053478029","1.0","0.3627273469787803","2","2","0","0.5","0.5"
"qseB_2~~~qseB~~~mprA_2","qseB_2;qseB;mprA_2","Transcriptional regulatory protein QseB;Response regulator MprA","8","21","0","23","100.0","52.27272727272727","inf","0.006355105053478029","1.0","0.3627273469787803","2","2","0","0.5","0.5"
"mobB~~~mobB_2","mobB;mobB_2","Molybdopterin-guanine dinucleotide biosynthesis adapter protein","8","21","0","23","100.0","52.27272727272727","inf","0.006355105053478029","1.0","0.3627273469787803","2","2","0","0.5","0.5"
"group_12895","mobA","Molybdenum cofactor guanylyltransferase","8","21","0","23","100.0","52.27272727272727","inf","0.006355105053478029","1.0","0.3627273469787803","2","2","0","0.5","0.5"
"group_12486","glpK_2","Glycerol kinase","8","21","0","23","100.0","52.27272727272727","inf","0.006355105053478029","1.0","0.3627273469787803","2","2","0","0.5","0.5"
"group_12351","","hypothetical protein","8","21","0","23","100.0","52.27272727272727","inf","0.006355105053478029","1.0","0.3627273469787803","2","2","0","0.5","0.5"
